title,genres,year
The Lizzie McGuire Movie,"Family,Comedy",2003
Snitch,"Thriller,Drama",2013
Krampus,"Horror,Comedy,Fantasy",2015
The Faculty,"Horror,Mystery,Science Fiction",1998
What's Love Got to Do with It,"Drama,Music",1993
Cop Land,"Action,Crime,Drama",1997
End of Watch,"Crime,Drama,Thriller",2012
The Skulls,"Crime,Drama,Thriller",2000
The Theory of Everything,"Drama,Romance",2014
Malibu's Most Wanted,"Comedy,Crime",2003
Where the Heart Is,"Comedy,Drama,Romance",2000
Lawrence of Arabia,"Adventure,Drama,History,War",1962
The Last House on the Left,"Crime,Thriller,Horror,Drama",2009
The Wedding Date,"Comedy,Romance",2005
Halloween: Resurrection,"Horror,Thriller",2002
The Princess Bride,"Adventure,Family,Fantasy,Comedy,Romance",1987
Drive,"Drama,Action,Thriller,Crime",2011
The Object of My Affection,"Comedy,Drama,Romance",1998
28 Weeks Later,"Horror,Thriller,Science Fiction",2007
Because of Winn-Dixie,"Comedy,Drama,Family",2005
Love & Basketball,"Action,Comedy,Drama,Romance",2000
Grosse Pointe Blank,"Action,Comedy,Thriller,Romance",1997
Book of Shadows: Blair Witch 2,"Mystery,Thriller,Horror",2000
The Craft,"Drama,Fantasy,Horror,Thriller",1996
Match Point,"Drama,Thriller,Crime,Romance",2005
Ramona and Beezus,"Comedy,Family",2010
The Remains of the Day,"Drama,Romance",1993
Nowhere to Run,"Action,Adventure,Drama,Thriller",1993
The Hills Have Eyes 2,"Horror,Thriller",2007
Tuck Everlasting,"Fantasy,Drama,Science Fiction,Romance,Family",2002
The Marine,"Action,Adventure,Drama,Thriller",2006
Keanu,"Action,Comedy",2016
Country Strong,"Drama,Romance",2010
Disturbing Behavior,"Mystery,Horror,Science Fiction",1998
The Place Beyond the Pines,"Drama,Crime",2013
The November Man,"Crime,Action,Thriller",2014
Eye of the Beholder,"Drama,Mystery,Thriller",1999
The Hurt Locker,"Drama,Thriller,War",2008
Firestarter,"Fantasy,Drama,Horror,Action,Thriller",1984
Killing Them Softly,"Crime,Thriller",2012
VeggieTales: The Pirates Who Don't Do Anything,"Adventure,Animation,Comedy,Science Fiction,Family",2008
U2 3D,"Music,Documentary",2007
Highlander: Endgame,"Action,Fantasy,Science Fiction",2000
Idlewild,"Crime,Drama,Music",2006
One Day,"Drama,Romance",2011
Knockaround Guys,"Crime,Thriller",2001
Confidence,"Action,Comedy,Thriller,Crime",2003
The Muse,"Fantasy,Comedy",1999
De-Lovely,"Drama,Music",2004
New York Stories,"Comedy,Drama,Romance",1989
Home Fries,"Drama,Comedy,Romance",1998
Brazil,"Comedy,Science Fiction",1985
Raise Your Voice,"Music,Drama,Romance",2004
The Big Lebowski,"Comedy,Crime",1998
Dark Blue,"Action,Crime,Drama,Thriller",2002
A Mighty Heart,"Drama,Thriller",2007
Whatever It Takes,"Drama,Comedy,Romance",2000
The Importance of Being Earnest,"Comedy,Drama,History,Romance",2002
The Love Letter,"Comedy,Drama,Fantasy,Romance",1998
Hoot,"Drama,Family",2006
In Bruges,"Comedy,Drama,Crime",2008
The Rocker,"Comedy,Music",2008
Whatever Works,"Comedy,Romance",2009
The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama,Mystery,Western",2005
Jakob the Liar,"Comedy,Drama,History",1999
Kiss Kiss Bang Bang,"Action,Comedy,Crime,Mystery",2005
Idle Hands,"Thriller,Comedy,Horror",1999
Mulholland Drive,"Thriller,Drama,Mystery",2001
Blood and Chocolate,"Drama,Fantasy,Horror,Romance",2007
You Will Meet a Tall Dark Stranger,"Comedy,Drama,Romance",2010
Never Let Me Go,"Drama,Romance,Science Fiction",2010
Transsiberian,"Thriller,Crime,Mystery",2008
The Clan of the Cave Bear,"Adventure,Drama",1986
Crazy in Alabama,"Comedy,Drama",1999
Funny Games,"Horror,Thriller,Crime",2007
Listening,"Drama,Thriller,Science Fiction",2015
Metropolis,"Drama,Science Fiction",1927
District B13,"Action,Thriller,Science Fiction",2004
Things to Do in Denver When You're Dead,"Drama,Crime",1995
The Assassin,"Action,Drama,History",2015
Buffalo Soldiers,"Drama,Comedy,War,Crime,Thriller",2001
The Return,"Thriller,Drama,Mystery",2003
Ong Bak 2,"Adventure,Action,Thriller",2008
Centurion,"Adventure,Action,Drama",2010
Silent Trigger,"Drama,Action,Thriller",1996
The Midnight Meat Train,"Mystery,Drama,Crime,Thriller,Horror",2008
The Son of No One,"Drama,Thriller,Crime",2011
All The Queen's Men,"Action,Comedy,Drama,History",2001
The Good Night,"Comedy,Drama,Romance,Fantasy,Music",2007
Bathory: Countess of Blood,"Drama,Fantasy",2008
Khumba,"Animation,Adventure,Family",2013
Automata,"Thriller,Science Fiction",2014
Dungeons & Dragons: Wrath of the Dragon God,"Action,Adventure,Fantasy",2005
Shinjuku Incident,"Drama,Action,Thriller,Crime",2009
Pandaemonium,"Drama,Foreign",2001
Groundhog Day,"Romance,Fantasy,Drama,Comedy",1993
Magic Mike XXL,"Comedy,Drama,Music",2015
Romeo + Juliet,"Drama,Romance",1996
Sarah's Key,"Drama,War",2010
Slumdog Millionaire,"Drama,Romance",2008
Fatal Attraction,"Drama,Romance,Thriller",1987
Pretty Woman,"Romance,Comedy",1990
Crocodile Dundee II,"Adventure,Comedy",1988
Broken Horses,"Thriller,Mystery,Drama,Crime",2015
Born on the Fourth of July,"Drama,War",1989
My Bloody Valentine,"Mystery,Horror",2009
Stomp the Yard,"Drama,Music",2007
The Spy Who Loved Me,"Adventure,Action,Thriller",1977
Urban Legend,"Horror,Thriller",1998
Good Deeds,"Comedy,Drama,Romance",2012
White Fang,"Action,Adventure,Drama,Family",1991
Superstar,"Comedy,Family",1999
The Iron Lady,"History,Drama",2011
Jonah: A VeggieTales Movie,"Action,Adventure,Animation,Comedy,Family,Fantasy,Romance",2002
Poetic Justice,"Drama,Romance",1993
All About the Benjamins,"Action,Adventure,Comedy",2002
Vampire in Brooklyn,"Comedy,Horror,Romance",1995
Exorcist II: The Heretic,"Horror,Thriller,Fantasy",1977
An American Haunting,"Horror,Thriller",2005
My Boss's Daughter,"Comedy,Romance",2003
A Perfect Getaway,"Thriller,Mystery,Adventure",2009
Tea with Mussolini,"Comedy,Drama,War",1999
Thinner,"Horror,Thriller",1996
"New York, New York","Drama,Music,Romance",1977
Crooklyn,"Comedy,Drama",1994
I Think I Love My Wife,"Comedy,Romance",2007
Jason X,"Horror,Science Fiction",2001
Bobby,"History,Drama",2006
Head Over Heels,"Comedy,Romance",2001
Little Children,"Romance,Drama",2006
Gossip,"Drama,Mystery,Thriller",2000
A Walk on the Moon,"Drama,Romance",1999
Catch a Fire,"Action,Drama,Thriller",2006
Soul Survivors,"Horror,Mystery,Thriller",2001
Jefferson in Paris,"Drama,Romance",1995
Easy Virtue,"Comedy,Romance",2008
Caravans,"Action,Adventure,Drama,Romance",1978
Mr. Turner,"History,Drama",2014
Wild Grass,"Drama,Romance",2009
Amen.,"Drama,History",2002
Reign of Assassins,"History,Action",2010
The Lucky Ones,"Comedy,Drama,History",2008
Stan Helsing,"Comedy,Horror",2009
Flipped,"Romance,Drama",2010
Brokeback Mountain,"Drama,Romance",2005
Clueless,"Comedy,Drama,Romance",1995
Far from Heaven,"Drama,Romance",2002
Seven Psychopaths,"Comedy,Crime",2012
The Caveman's Valentine,"Drama,Mystery,Thriller",2001
Downfall,"Drama,History,War",2004
Under the Skin,"Thriller,Science Fiction,Drama",2014
"Good Morning, Vietnam","Comedy,Drama,War",1987
The Last Godfather,"Action,Comedy,Thriller",2010
Justin Bieber: Never Say Never,"Documentary,Music,Family",2011
Black Swan,"Drama,Thriller",2010
The Godfather: Part II,"Drama,Crime",1974
Save the Last Dance,"Drama,Family,Romance,Music",2001
A Nightmare on Elm Street 4: The Dream Master,"Horror,Thriller",1988
Young Guns,"Crime,Action,Adventure,Drama,Western",1988
About Last Night,"Comedy,Romance",2014
10 Things I Hate About You,"Comedy,Romance,Drama",1999
The New Guy,"Comedy,Family",2002
The Shallows,"Horror,Drama,Thriller",2016
The Butterfly Effect,"Science Fiction,Thriller",2004
Snow Day,"Comedy,Family",2000
This Christmas,"Comedy,Drama",2007
Baby Geniuses,"Science Fiction,Comedy,Family",1999
The Big Hit,"Action,Adventure,Comedy,Thriller",1998
Harriet the Spy,"Comedy,Drama,Family",1996
Child's Play 2,"Drama,Horror",1990
No Good Deed,"Crime,Thriller",2014
The Mist,"Science Fiction,Horror,Thriller",2007
Ex Machina,"Drama,Science Fiction",2015
Being John Malkovich,"Fantasy,Drama,Comedy",1999
Two Can Play That Game,"Comedy,Romance",2001
Earth to Echo,"Family,Adventure,Science Fiction",2014
Crazy/Beautiful,"Drama,Romance",2001
Letters from Iwo Jima,"Action,Adventure,Drama,War",2006
The Astronaut Farmer,"Adventure,Comedy,Drama,Science Fiction",2006
Woo,"Comedy,Romance",1998
Room,"Drama,Thriller",2015
Serial Mom,"Comedy,Crime,Horror,Thriller",1994
Light It Up,"Drama,Thriller",1999
54,"Music,Drama",1998
Bubble Boy,"Adventure,Comedy,Drama,Romance",2001
Birthday Girl,"Comedy,Crime,Thriller",2001
"Paris, je t'aime","Drama,Romance",2006
Admission,"Comedy,Drama,Romance",2013
The Widow of Saint-Pierre,"Romance,Drama",2000
Chloe,"Drama,Thriller,Mystery",2009
Faithful,"Comedy,Crime,Drama",1996
Find Me Guilty,"Drama,Action,Comedy,Crime",2006
The Perks of Being a Wallflower,"Drama,Romance",2012
The Claim,"Drama,Romance,Western",2000
The Vatican Tapes,"Thriller,Horror",2015
Attack the Block,"Action,Comedy,Science Fiction",2011
In the Land of Blood and Honey,"Drama,Romance,War",2011
The Call,"Crime,Thriller",2013
Operation Chromite,"History,Drama,War,Action",2016
The Crocodile Hunter: Collision Course,"Family,Action,Adventure",2002
I Love You Phillip Morris,"Comedy,Drama,Romance",2009
Quest for Fire,"Adventure,Drama",1981
Antwone Fisher,"Drama,Romance",2002
The Emperor's Club,"Drama,Romance",2002
True Romance,"Action,Thriller,Crime,Romance",1993
Womb,"Romance,Science Fiction",2010
Glengarry Glen Ross,"Crime,Drama,Mystery",1992
The Killer Inside Me,"Crime,Drama,Thriller",2010
Cat People,"Drama,Fantasy,Horror,Thriller",1982
Sorority Row,"Horror,Mystery,Thriller",2009
The Prisoner of Zenda,"Adventure,Drama,Romance",1937
Lars and the Real Girl,"Comedy,Romance,Drama",2007
The Boy in the Striped Pyjamas,"War,Drama",2008
Dancer in the Dark,"Drama,Crime,Music",2000
Oscar and Lucinda,"Drama,Romance",1997
The Funeral,"Crime,Drama",1996
Solitary Man,"Comedy,Drama,Romance",2009
Machete,"Action,Comedy,Thriller",2010
Casino Jack,"Crime,Comedy,Drama",2010
The Land Before Time,"Animation,Adventure,Family",1988
Tae Guk Gi: The Brotherhood of War,"Action,Adventure,Drama,History,War",2004
The Perfect Game,"Drama,Family",2010
The Exorcist,"Drama,Horror,Thriller",1973
Jaws,"Horror,Thriller,Adventure",1975
American Pie,"Comedy,Romance",1999
Ernest & Celestine,"Animation,Comedy,Drama,Family",2012
The Golden Child,"Action,Adventure,Comedy",1986
Think Like a Man,"Comedy,Romance",2012
Barbershop,"Comedy,Drama",2002
Star Trek II: The Wrath of Khan,"Action,Adventure,Science Fiction,Thriller",1982
Ace Ventura: Pet Detective,"Comedy,Mystery",1994
WarGames,"Thriller,Science Fiction",1983
Witness,"Crime,Drama,Romance,Thriller",1985
Act of Valor,"Action,Thriller,War",2012
Step Up,"Music,Drama,Romance,Crime",2006
Beavis and Butt-Head Do America,"Animation,Comedy",1996
Jackie Brown,"Comedy,Crime,Romance",1997
Harold & Kumar Escape from Guantanamo Bay,"Comedy,Adventure",2008
Chronicle,"Science Fiction,Drama,Thriller",2012
Yentl,"Music,Drama,Romance",1983
Time Bandits,"Family,Fantasy,Science Fiction,Adventure,Comedy",1981
Crossroads,"Action,Adventure,Comedy,Drama,Family,Music,Romance",2002
Project X,"Comedy,Crime",2012
Patton,"Drama,History,War",1970
One Hour Photo,"Horror,Thriller",2002
Quarantine,"Horror,Science Fiction,Thriller",2008
The Eye,"Drama,Horror,Thriller",2008
Johnson Family Vacation,"Comedy,Family",2004
The Muppet Christmas Carol,"Comedy,Family,Fantasy,Drama",1992
Frida,"Drama,Romance",2002
Katy Perry: Part of Me,"Documentary,Music",2012
The Fault in Our Stars,"Romance,Drama",2014
Rounders,"Drama,Crime",1998
Top Five,"Drama,Comedy",2014
Prophecy,"Horror,Science Fiction",1979
Stir of Echoes,"Horror,Mystery,Thriller",1999
The Upside of Anger,"Comedy,Drama",2005
The Boys from Brazil,"Horror,Drama,Thriller,Science Fiction",1978
Aquamarine,"Fantasy,Romance,Family,Comedy",2006
Paper Towns,"Drama,Mystery,Romance",2015
Nebraska,"Drama,Adventure",2013
Tales from the Crypt: Demon Knight,"Horror,Comedy,Thriller",1995
Max Keeble's Big Move,"Comedy,Family,Fantasy,Science Fiction",2001
Young Adult,"Comedy,Drama",2011
Crank,"Action,Thriller,Crime",2006
Def Jam's How to Be a Player,"Comedy,Romance",1997
Living Out Loud,"Comedy,Drama,Romance",1998
Just Wright,"Comedy,Drama,Romance",2010
The Postman Always Rings Twice,"Romance,Crime,Drama",1981
Girl with a Pearl Earring,"Drama,Romance",2003
Das Boot,"Action,Drama,History,War,Adventure",1981
About Time,"Comedy,Drama,Science Fiction",2013
House of Flying Daggers,"Adventure,Drama,Action,Romance",2004
Arbitrage,"Drama,Thriller",2012
Project Almanac,"Science Fiction,Thriller",2015
Cadillac Records,"Drama,History,Music",2008
Screwed,"Action,Comedy",2000
Fortress,"Action,Thriller,Science Fiction",1992
For Your Consideration,"Comedy,Drama",2006
Celebrity,"Drama,Comedy",1998
Running with Scissors,"Drama,Comedy",2006
From Justin to Kelly,"Comedy,Romance",2003
In the Cut,"Mystery,Thriller",2003
Two Lovers,"Drama,Romance",2008
Last Orders,"Comedy,Drama",2001
The Host,"Horror,Drama,Science Fiction",2006
The Pursuit of D.B. Cooper,"Adventure,Crime,Thriller",1981
Ravenous,"Comedy,Horror,Thriller,Western",1999
Charlie Bartlett,"Comedy,Drama",2008
The Great Beauty,"Comedy,Drama",2013
The Dangerous Lives of Altar Boys,"Comedy,Drama",2002
Stoker,"Drama,Horror,Thriller",2013
2046,"Fantasy,Drama,Science Fiction,Romance",2004
Married Life,"Crime,Drama,Romance",2007
Duma,"Adventure,Drama,Family",2005
Ondine,"Drama,Romance",2009
Brother,"Crime,Drama,Thriller",2000
Critical Care,"Comedy,Drama",1997
The Life Before Her Eyes,"Thriller,Drama,Mystery",2007
Darling Companion,"Drama,Romance",2012
Trade,"Drama,Thriller",2007
Fateless,"War,Drama",2005
"A Woman, a Gun and a Noodle Shop","Comedy,Drama,Thriller",2009
Cypher,"Thriller,Science Fiction,Mystery",2002
City of Life and Death,"Drama,History,War",2009
Legend of a Rabbit,"Animation,Family,Action,Adventure,Comedy",2011
5 Days of War,"War,Drama",2011
Snatch,"Thriller,Crime",2000
Dancin' It's On,"Drama,Romance",2015
Pet Sematary,"Drama,Horror",1989
A Tale of Three Cities,"Drama,History,Romance",2015
Gremlins,"Fantasy,Horror,Comedy",1984
Star Wars,"Adventure,Action,Science Fiction",1977
Doctor Zhivago,"Drama,Romance,War",1965
Trash,"Adventure,Crime,Drama,Thriller",2014
High School Musical 3: Senior Year,"Comedy,Drama,Family,Music,Romance",2008
Jackass Number Two,"Action,Comedy,Documentary",2006
My Cousin Vinny,"Comedy,Drama",1992
Drive Hard,"Action,Comedy,Crime",2014
St. Trinian's,"Comedy,Family,Science Fiction",2007
Phone Booth,"Thriller,Drama",2002
A Walk to Remember,"Drama,Romance",2002
Cruel Intentions,"Drama,Romance,Thriller",1999
Saw VI,"Horror,Mystery",2009
Corky Romano,"Action,Comedy,Crime",2001
Raising Cain,"Drama,Horror,Thriller,Crime",1992
F.I.S.T.,"Drama,Action",1978
Brooklyn,"Drama,Romance",2015
Barry Lyndon,"Drama,Romance,War",1975
Quartet,"Drama,Comedy,Romance",2012
Tomcats,"Comedy,Romance",2001
Frailty,"Drama,Thriller,Crime",2001
Army of Darkness,"Fantasy,Horror,Comedy",1992
Slackers,"Comedy,Romance",2002
What's Eating Gilbert Grape,"Romance,Drama",1993
The Visual Bible: The Gospel of John,"Drama,History",2003
Vera Drake,"Crime,Drama",2004
The Guru,"Comedy,Romance",2002
The Perez Family,"Comedy,Drama,Romance",1995
Inside Llewyn Davis,"Drama,Music",2013
O,"Drama,Romance,Thriller",2001
Return to the Blue Lagoon,"Drama,Adventure,Romance",1991
The Molly Maguires,"Drama,History",1970
Romance & Cigarettes,"Comedy,Music,Romance",2005
Brighton Rock,"Drama,Thriller,Crime",2010
Saw V,"Horror,Thriller,Crime",2008
Machine Gun McCain,"Drama,Action,Thriller,Crime,Foreign",1969
LOL,"Drama,Comedy,Romance",2012
Jindabyne,"Crime,Drama,Mystery,Thriller",2006
Kabhi Alvida Naa Kehna,"Drama,Romance",2006
An Ideal Husband,"Drama,Comedy,Romance",1999
The Last Days on Mars,"Science Fiction,Thriller,Horror",2013
2001: A Space Odyssey,"Science Fiction,Mystery,Adventure",1968
E.T. the Extra-Terrestrial,"Science Fiction,Adventure,Family,Fantasy",1982
In the Land of Women,"Romance,Comedy,Drama",2007
The Blue Butterfly,"Adventure,Drama,Family",2004
There Goes My Baby,"Drama,Comedy",1994
Housefull,"Drama,Comedy,Romance,Foreign",2010
September Dawn,"Drama,Action,History,Western,Romance",2007
For Greater Glory - The True Story of Cristiada,"History,Drama",2012
The Bélier Family,"Comedy,Drama,Music",2014
Misconduct,"Drama,Thriller",2016
Saw III,"Horror,Thriller,Crime",2006
Stripes,"Action,Comedy",1981
The Purge: Election Year,"Action,Horror,Thriller",2016
She's All That,"Comedy,Romance",1999
Saw IV,"Horror,Thriller,Crime",2007
White Noise,"Drama,Horror,Thriller",2005
Madea's Family Reunion,"Drama,Comedy,Romance",2006
The Longest Day,"Action,Drama,History,War",1962
The Mighty Ducks,"Comedy,Family",1992
The Grudge,"Horror,Mystery,Thriller",2004
Jeepers Creepers,"Horror,Thriller",2001
Bill & Ted's Excellent Adventure,"Adventure,Comedy,Science Fiction",1989
Oliver!,"Drama,Family,Music",1968
The Best Exotic Marigold Hotel,"Drama,Comedy",2011
Recess: School's Out,"Science Fiction,Animation,Comedy,Family",2001
Mad Max Beyond Thunderdome,"Action,Adventure,Science Fiction",1985
Commando,"Action,Adventure,Thriller",1985
The Boy,"Horror,Mystery,Thriller",2016
Devil,"Horror,Mystery,Thriller",2010
Insidious: Chapter 3,"Drama,Horror,Thriller",2015
The Last Dragon,"Action,Adventure,Comedy",1985
The Lawnmower Man,"Horror,Thriller,Science Fiction",1992
Nick and Norah's Infinite Playlist,"Comedy,Music,Romance",2008
Dogma,"Fantasy,Comedy,Adventure",1999
The Banger Sisters,"Comedy,Drama",2002
Twilight Zone: The Movie,"Drama,Fantasy,Horror,Science Fiction,Thriller",1983
Road House,"Action,Thriller",1989
A Low Down Dirty Shame,"Action,Comedy,Crime",1994
Swimfan,"Drama,Thriller",2002
Employee of the Month,"Comedy,Romance",2006
Can't Hardly Wait,"Comedy,Drama,Romance",1998
The Outsiders,"Crime,Drama",1983
Pete's Dragon,"Adventure,Family,Fantasy",2016
The Dead Zone,"Horror,Science Fiction,Thriller",1983
Sparkle,"Drama,Music",2012
Valentine,"Horror,Thriller",2001
The Fourth Kind,"Mystery,Science Fiction,Thriller",2009
A Prairie Home Companion,"Drama,Comedy,Music",2006
Sugar Hill,"Drama,Action,Thriller",1994
Invasion U.S.A.,"Action,Thriller",1985
Roll Bounce,"Comedy,Drama,Family",2005
Rushmore,"Comedy,Drama",1998
The Second Best Exotic Marigold Hotel,"Drama,Comedy",2015
Kit Kittredge: An American Girl,"Comedy,Drama,Family",2008
The Perfect Man,"Comedy,Drama,Family,Romance",2005
Mo' Better Blues,"Drama,Romance",1990
Kung Pow: Enter the Fist,"Action,Comedy",2002
Tremors,"Action,Horror",1990
Wrong Turn,"Horror,Thriller",2003
The Long Riders,"Western,History",1980
The Corruptor,"Action,Crime,Mystery,Thriller",1999
Reno 911!: Miami,"Action,Adventure,Comedy,Crime",2007
One Direction: This Is Us,"Documentary,Music",2013
Hey Arnold! The Movie,"Animation,Family",2002
The Matador,"Action,Comedy,Crime,Drama,Thriller",2005
Love Jones,"Comedy,Drama,Romance",1997
The Gift,"Thriller,Mystery",2015
End of the Spear,"Adventure,Drama",2005
Get Over It,"Comedy,Romance",2001
Office Space,"Comedy,Crime",1999
Very Bad Things,"Comedy,Crime,Thriller",1998
Sleepover,"Comedy,Family",2004
Body Double,"Crime,Mystery,Horror,Thriller",1984
MacGruber,"Action,Adventure,Comedy",2010
Dirty Pretty Things,"Crime,Drama,Thriller",2002
Seeking a Friend for the End of the World,"Comedy,Drama,Romance,Science Fiction",2012
The Collection,"Horror,Thriller",2012
Teacher's Pet,"Animation,Drama,Family,Music",2004
The Red Violin,"Drama,Thriller,Mystery,Music,Romance",1998
Deuces Wild,"Action,Crime,Drama,Romance",2002
"Run, Fatboy, Run","Comedy,Romance",2007
Heartbeeps,"Comedy,Romance,Family",1981
On the Line,"Comedy,Family,Romance",2001
Rescue Dawn,"Adventure,Drama,War",2006
Danny Collins,"Comedy,Drama,Music",2015
"Jeff, Who Lives at Home","Drama,Comedy",2011
I Am Love,"Drama,Romance",2009
Atlas Shrugged Part II,"Drama,Science Fiction,Mystery",2012
